# n=8, modulus d=6, coefficients d=6
# Frobenius number = 4304576, Frobenius root = 4447, Apery max = 4404579
coefficients = [100003, 100007, 123456, 150000, 186432, 200005, 302348, 498123]


Residues, Apery set, Zeros
690, 2300759, 2200756
691, 3000781, 2900778
692, 2800776, 2700773
693, 2600771, 2500768
694, 2400766, 2300763
695, 3100788, 3000785
696, 2900783, 2800780
697, 2700778, 2600775
698, 2500773, 2400770
699, 3200795, 3100792
700, 3000790, 2900787
701, 2800785, 2700782
702, 2600780, 2500777
703, 3300802, 3200799
704, 3100797, 3000794
705, 2900792, 2800789
706, 2700787, 2600784
707, 3400809, 3300806
708, 3200804, 3100801
709, 3000799, 2900796
710, 2800794, 2700791
711, 3500816, 3400813
712, 3300811, 3200808
713, 3100806, 3000803
714, 2900801, 2800798
715, 3600823, 3500820
716, 3400818, 3300815
717, 3200813, 3100810
718, 3000808, 2900805
719, 3700830, 3600827
720, 3500825, 3400822
721, 3300820, 3200817
722, 3100815, 3000812
723, 3800837, 3700834
724, 3600832, 3500829
725, 3400827, 3300824
726, 3200822, 3100819
727, 3800841, 3700838
728, 3600836, 3500833
729, 3400831, 3300828
730, 3200826, 3100823
731, 3900848, 3800845
732, 3700843, 3600840
733, 3500838, 3400835
734, 3300833, 3200830
735, 4000855, 3900852
736, 3800850, 3700847
737, 3600845, 3500842
738, 3400840, 3300837
739, 3800853, 3700850
740, 3600848, 3500845
741, 3700852, 3600849
742, 3500847, 3400844
743, 3900860, 3800857
744, 3700855, 3600852
745, 3800859, 3700856
746, 3600854, 3500851
747, 3700858, 3600855
748, 3500853, 3400850
749, 3300848, 3200845
750, 3700861, 3600858
751, 3800865, 3700862
752, 3600860, 3500857
753, 3400855, 3300852
754, 3800868, 3700865
755, 3600863, 3500860
756, 3400858, 3300855
757, 3200853, 3100850
758, 3000848, 2900845
759, 3700870, 3600867
760, 3500865, 3400862
761, 3300860, 3200857
762, 3100855, 3000852
763, 3500868, 3400865
764, 3300863, 3200860
765, 3100858, 3000855
766, 2900853, 2800850
767, 2700848, 2600845
768, 3400870, 3300867
769, 3200865, 3100862
770, 3000860, 2900857
771, 2800855, 2700852
772, 3200868, 3100865
773, 3300872, 3200869
774, 3100867, 3000864
775, 2900862, 2800859
776, 3300875, 3200872
777, 3400879, 3300876
778, 3200874, 3100871
779, 3000869, 2900866
780, 3100873, 3000870
781, 2900868, 2800865
782, 3300881, 3200878
783, 3100876, 3000873
784, 3200880, 3100877
785, 3000875, 2900872
786, 3400888, 3300885
787, 3200883, 3100880
788, 3000878, 2900875
789, 2800873, 2700870
790, 2600868, 2500865
791, 3300890, 3200887
792, 3100885, 3000882
793, 2900880, 2800877
794, 2700875, 2600872
795, 3100888, 3000885
796, 2900883, 2800880
797, 2700878, 2600875
798, 2500873, 2400870
799, 2300868, 2200865
800, 3000890, 2900887
801, 2800885, 2700882
802, 2600880, 2500877
803, 2400875, 2300872
804, 2800888, 2700885
805, 2600883, 2500880
806, 2400878, 2300875
807, 2200873, 2100870
808, 2000868, 1900865
809, 2700890, 2600887
810, 2500885, 2400882
811, 2300880, 2200877
812, 2100875, 2000872
813, 2500888, 2400885
814, 2300883, 2200880
815, 2100878, 2000875
816, 1900873, 1800870
817, 1700868, 1600865
818, 2400890, 2300887
819, 2200885, 2100882
820, 2000880, 1900877
821, 1800875, 1700872
822, 2200888, 2100885
823, 2000883, 1900880
824, 1800878, 1700875
825, 1600873, 1500870
826, 1400868, 1300865
827, 2100890, 2000887
828, 1900885, 1800882
829, 1700880, 1600877
830, 1500875, 1400872
831, 2200897, 2100894
832, 2000892, 1900889
833, 1800887, 1700884
834, 1600882, 1500879
835, 2300904, 2200901
836, 2100899, 2000896
837, 1900894, 1800891
838, 1700889, 1600886
839, 2400911, 2300908
840, 2200906, 2100903
841, 2000901, 1900898
842, 1800896, 1700893
843, 2500918, 2400915
844, 2300913, 2200910
845, 2100908, 2000905
846, 1900903, 1800900
847, 2600925, 2500922
848, 2400920, 2300917
849, 2200915, 2100912
850, 2000910, 1900907
851, 2700932, 2600929
852, 2500927, 2400924
853, 2300922, 2200919
854, 2100917, 2000914
855, 2800939, 2700936
856, 2600934, 2500931
857, 2400929, 2300926
858, 2200924, 2100921
859, 2900946, 2800943
860, 2700941, 2600938
861, 2500936, 2400933
862, 2300931, 2200928
863, 3000953, 2900950
864, 2800948, 2700945
865, 2600943, 2500940
866, 2400938, 2300935
867, 2500942, 2400939
868, 2900955, 2800952
869, 2700950, 2600947
870, 2500945, 2400942
871, 2600949, 2500946
872, 3000962, 2900959
873, 2800957, 2700954
874, 2600952, 2500949
875, 2400947, 2300944
876, 2200942, 2100939
877, 2900964, 2800961
878, 2700959, 2600956
879, 2500954, 2400951
880, 2300949, 2200946
881, 2700962, 2600959
882, 2500957, 2400954
883, 2300952, 2200949
884, 2100947, 2000944
885, 1900942, 1800939
886, 2600964, 2500961
887, 2400959, 2300956
888, 2200954, 2100951
889, 2000949, 1900946
890, 2400962, 2300959
891, 2200957, 2100954
892, 2000952, 1900949
893, 1800947, 1700944
894, 1600942, 1500939
895, 2300964, 2200961
896, 2100959, 2000956
897, 1900954, 1800951
898, 1700949, 1600946
899, 2400971, 2300968
900, 2200966, 2100963
901, 2000961, 1900958
902, 1800956, 1700953
903, 2500978, 2400975
904, 2300973, 2200970
905, 2100968, 2000965
906, 1900963, 1800960
907, 2600985, 2500982
908, 2400980, 2300977
909, 2200975, 2100972
910, 2000970, 1900967
911, 2700992, 2600989
912, 2500987, 2400984
913, 2300982, 2200979
914, 2100977, 2000974
915, 2800999, 2700996
916, 2600994, 2500991
917, 2400989, 2300986
918, 2200984, 2100981
919, 2901006, 2801003
920, 2701001, 2600998
921, 2500996, 2400993
922, 2300991, 2200988
923, 3001013, 2901010
924, 2801008, 2701005
925, 2601003, 2501000
926, 2400998, 2300995
927, 3101020, 3001017
928, 2901015, 2801012
929, 2701010, 2601007
930, 2501005, 2401002
931, 3201027, 3101024
932, 3001022, 2901019
933, 2801017, 2701014
934, 2601012, 2501009
935, 3201031, 3101028
936, 3001026, 2901023
937, 2801021, 2701018
938, 2601016, 2501013
939, 3301038, 3201035
940, 3101033, 3001030
941, 2901028, 2801025
942, 2701023, 2601020
943, 3101036, 3001033
944, 2901031, 2801028
945, 2701026, 2601023
946, 2501021, 2401018
947, 2301016, 2201013
948, 3001038, 2901035
949, 2801033, 2701030
950, 2601028, 2501025
951, 2401023, 2301020
952, 2801036, 2701033
953, 2601031, 2501028
954, 2401026, 2301023
955, 2201021, 2101018
956, 2001016, 1901013
957, 2701038, 2601035
958, 2501033, 2401030
959, 2301028, 2201025
960, 2101023, 2001020
961, 2501036, 2401033
962, 2301031, 2201028
963, 2101026, 2001023
964, 1901021, 1801018
965, 1701016, 1601013
966, 2401038, 2301035
967, 2201033, 2101030
968, 2001028, 1901025
969, 1801023, 1701020
970, 2201036, 2101033
971, 2001031, 1901028
972, 1801026, 1701023
973, 1601021, 1501018
974, 1401016, 1301013
975, 2101038, 2001035
976, 1901033, 1801030
977, 1701028, 1601025
978, 1501023, 1401020
979, 1901036, 1801033
980, 1701031, 1601028
981, 1501026, 1401023
982, 1301021, 1201018
983, 1101016, 1001013
984, 1801038, 1701035
985, 1601033, 1501030
986, 1401028, 1301025
987, 1201023, 1101020
988, 1901045, 1801042
989, 1701040, 1601037
990, 1501035, 1401032
991, 1301030, 1201027
992, 2001052, 1901049
993, 1801047, 1701044
994, 1601042, 1501039
995, 1401037, 1301034
996, 2101059, 2001056
997, 1901054, 1801051
998, 1701049, 1601046
999, 1501044, 1401041
1000, 2201066, 2101063
1001, 2001061, 1901058
1002, 1801056, 1701053
1003, 1601051, 1501048
1004, 2301073, 2201070
1005, 2101068, 2001065
1006, 1901063, 1801060
1007, 1701058, 1601055
1008, 2401080, 2301077
1009, 2201075, 2101072
1010, 2001070, 1901067
1011, 1801065, 1701062
1012, 2501087, 2401084
1013, 2301082, 2201079
1014, 2101077, 2001074
1015, 1901072, 1801069
1016, 2601094, 2501091
1017, 2401089, 2301086
1018, 2201084, 2101081
1019, 2001079, 1901076
1020, 2701101, 2601098
1021, 2501096, 2401093
1022, 2301091, 2201088
1023, 2101086, 2001083
1024, 2701105, 2601102
1025, 2501100, 2401097
1026, 2301095, 2201092
1027, 2201093, 2101090
1028, 2401100, 2301097
1029, 2601107, 2501104
1030, 2401102, 2301099
1031, 2301100, 2201097
1032, 2501107, 2401104
1033, 2401105, 2301102
1034, 2201100, 2101097
1035, 2001095, 1901092
1036, 2601114, 2501111
1037, 2501112, 2401109
1038, 2301107, 2201104
1039, 2101102, 2001099
1040, 2701121, 2601118
1041, 2601119, 2501116
1042, 2401114, 2301111
1043, 2201109, 2101106
1044, 2601122, 2501119
1045, 2701126, 2601123
1046, 2501121, 2401118
1047, 2301116, 2201113
1048, 2701129, 2601126
1049, 2801133, 2701130
1050, 2601128, 2501125
1051, 2401123, 2301120
1052, 2801136, 2701133
1053, 2901140, 2801137
1054, 2701135, 2601132
1055, 2501130, 2401127
1056, 2901143, 2801140
1057, 3001147, 2901144
1058, 2801142, 2701139
1059, 2601137, 2501134
1060, 3001150, 2901147
1061, 3101154, 3001151
1062, 2901149, 2801146
1063, 2701144, 2601141
1064, 3101157, 3001154
1065, 3201161, 3101158
1066, 3001156, 2901153
1067, 2801151, 2701148
1068, 3201164, 3101161
1069, 3301168, 3201165
1070, 3101163, 3001160
1071, 2901158, 2801155
1072, 3301171, 3201168
1073, 3401175, 3301172
1074, 3201170, 3101167
1075, 3001165, 2901162
1076, 3101169, 3001166
1077, 3401179, 3301176
1078, 3201174, 3101171
1079, 3101172, 3001169
1080, 3201176, 3101173
1081, 3501186, 3401183
1082, 3301181, 3201178
1083, 3201179, 3101176
1084, 3001174, 2901171
1085, 2801169, 2701166
1086, 3101179, 3001176
1087, 2901174, 2801171
1088, 3101181, 3001178
1089, 2901176, 2801173
1090, 3201186, 3101183
1091, 3001181, 2901178
1092, 2901179, 2801176
1093, 2701174, 2601171
1094, 2501169, 2401166
1095, 2801179, 2701176
1096, 2601174, 2501171
1097, 2801181, 2701178
1098, 2601176, 2501173
1099, 2901186, 2801183
1100, 2701181, 2601178
1101, 2601179, 2501176
1102, 2401174, 2301171
1103, 2201169, 2101166
1104, 2801188, 2701185
1105, 2701186, 2601183
1106, 2501181, 2401178
1107, 2301176, 2201173
1108, 2901195, 2801192
1109, 2801193, 2701190
1110, 2601188, 2501185
1111, 2401183, 2301180
1112, 3001202, 2901199
1113, 2901200, 2801197
1114, 2701195, 2601192
1115, 2501190, 2401187
1116, 3101209, 3001206
1117, 3001207, 2901204
1118, 2801202, 2701199
1119, 2601197, 2501194
1120, 3201216, 3101213
1121, 3001211, 2901208
1122, 2801206, 2701203
1123, 2601201, 2501198
1124, 2401196, 2301193
1125, 3101218, 3001215
