# n=30, modulus d=4, coefficients d=5
# Frobenius number = 393324, Frobenius root = 4377, Apery max = 403297
coefficients = [9973, 13001, 16001, 19001, 22003, 25013, 28027, 31013, 34007, 37001, 
                    40009, 43003, 46021, 49003, 52009, 55001, 58013, 61001, 64007, 67001, 
                    70009, 73001, 76003, 79001, 82013, 85009, 88007, 91039, 94001, 97001]


Residues, Apery set, Zeros
743, 220149, 210176
744, 230123, 220150
745, 220151, 210178
746, 220152, 210179
747, 220153, 210180
748, 230127, 220154
749, 220155, 210182
750, 230129, 220156
751, 230130, 220157
752, 240104, 230131
753, 230132, 220159
754, 240106, 230133
755, 230134, 220161
756, 240108, 230135
757, 220163, 210190
758, 240110, 230137
759, 230138, 220165
760, 220166, 210193
761, 230140, 220167
762, 230141, 220168
763, 230142, 220169
764, 230143, 220170
765, 220171, 210198
766, 240118, 230145
767, 230146, 220173
768, 240120, 230147
769, 230148, 220175
770, 240122, 230149
771, 230150, 220177
772, 240124, 230151
773, 230152, 220179
774, 230153, 220180
775, 230154, 220181
776, 240128, 230155
777, 230156, 220183
778, 240130, 230157
779, 230158, 220185
780, 240132, 230159
781, 230160, 220187
782, 250107, 240134
783, 230162, 220189
784, 250109, 240136
785, 240137, 230164
786, 240138, 230165
787, 230166, 220193
788, 240140, 230167
789, 230168, 220195
790, 240142, 230169
791, 230170, 220197
792, 240144, 230171
793, 240145, 230172
794, 250119, 240146
795, 230174, 220201
796, 240148, 230175
797, 230176, 220203
798, 250123, 240150
799, 240151, 230178
800, 250125, 240152
801, 240153, 230180
802, 250127, 240154
803, 240155, 230182
804, 250129, 240156
805, 230184, 220211
806, 250131, 240158
807, 240159, 230186
808, 250133, 240160
809, 230188, 220215
810, 250135, 240162
811, 240163, 230190
812, 250137, 240164
813, 240165, 230192
814, 250139, 240166
815, 240167, 230194
816, 250141, 240168
817, 230196, 220223
818, 250143, 240170
819, 240171, 230198
820, 250145, 240172
821, 240173, 230200
822, 250147, 240174
823, 240175, 230202
824, 250149, 240176
825, 250150, 240177
826, 260124, 250151
827, 240179, 230206
828, 250153, 240180
829, 250154, 240181
830, 250155, 240182
831, 240183, 230210
832, 250157, 240184
833, 240185, 230212
834, 250159, 240186
835, 240187, 230214
836, 250161, 240188
837, 240189, 230216
838, 250163, 240190
839, 240191, 230218
840, 260138, 250165
841, 250166, 240193
842, 260140, 250167
843, 240195, 230222
844, 260142, 250169
845, 250170, 240197
846, 250171, 240198
847, 250172, 240199
848, 260146, 250173
849, 250174, 240201
850, 250175, 240202
851, 240203, 230230
852, 260150, 250177
853, 250178, 240205
854, 260152, 250179
855, 250180, 240207
856, 260154, 250181
857, 250182, 240209
858, 260156, 250183
859, 260157, 250184
860, 260158, 250185
861, 260159, 250186
862, 260160, 250187
863, 260161, 250188
864, 260162, 250189
865, 240217, 230244
866, 260164, 250191
867, 250192, 240219
868, 260166, 250193
869, 250194, 240221
870, 260168, 250195
871, 260169, 250196
872, 260170, 250197
873, 260171, 250198
874, 260172, 250199
875, 260173, 250200
876, 260174, 250201
877, 260175, 250202
878, 260176, 250203
879, 250204, 240231
880, 270151, 260178
881, 260179, 250206
882, 260180, 250207
883, 260181, 250208
884, 260182, 250209
885, 270156, 260183
886, 270157, 260184
887, 270158, 260185
888, 270159, 260186
889, 270160, 260187
890, 270161, 260188
891, 270162, 260189
892, 270163, 260190
893, 250218, 240245
894, 270165, 260192
895, 260193, 250220
896, 270167, 260194
897, 260195, 250222
898, 260196, 250223
899, 270170, 260197
900, 270171, 260198
901, 270172, 260199
902, 270173, 260200
903, 270174, 260201
904, 270175, 260202
905, 280149, 270176
906, 260204, 250231
907, 260205, 250232
908, 270179, 260206
909, 270180, 260207
910, 270181, 260208
911, 270182, 260209
912, 270183, 260210
913, 280157, 270184
914, 270185, 260212
915, 280159, 270186
916, 270187, 260214
917, 280161, 270188
918, 270189, 260216
919, 280163, 270190
920, 270191, 260218
921, 270192, 260219
922, 270193, 260220
923, 270194, 260221
924, 280168, 270195
925, 270196, 260223
926, 270197, 260224
927, 280171, 270198
928, 280172, 270199
929, 280173, 270200
930, 270201, 260228
931, 280175, 270202
932, 270203, 260230
933, 280177, 270204
934, 270205, 260232
935, 280179, 270206
936, 280180, 270207
937, 280181, 270208
938, 270209, 260236
939, 280183, 270210
940, 280184, 270211
941, 290158, 280185
942, 280186, 270213
943, 290160, 280187
944, 280188, 270215
945, 290162, 280189
946, 280190, 270217
947, 290164, 280191
948, 280192, 270219
949, 290166, 280193
950, 280194, 270221
951, 280195, 270222
952, 280196, 270223
953, 290170, 280197
954, 280198, 270225
955, 290172, 280199
956, 280200, 270227
957, 290174, 280201
958, 280202, 270229
959, 290176, 280203
960, 280204, 270231
961, 290178, 280205
962, 280206, 270233
963, 290180, 280207
964, 290181, 280208
965, 290182, 280209
966, 270237, 260264
967, 290184, 280211
968, 280212, 270239
969, 290186, 280213
970, 280214, 270241
971, 300161, 290188
972, 290189, 280216
973, 290190, 280217
974, 280218, 270245
975, 300165, 290192
976, 280220, 270247
977, 290194, 280221
978, 280222, 270249
979, 290196, 280223
980, 280224, 270251
981, 300171, 290198
982, 280226, 270253
983, 300173, 290200
984, 290201, 280228
985, 300175, 290202
986, 290203, 280230
987, 300177, 290204
988, 290205, 280232
989, 300179, 290206
990, 290207, 280234
991, 300181, 290208
992, 290209, 280236
993, 300183, 290210
994, 290211, 280238
995, 300185, 290212
996, 290213, 280240
997, 290214, 280241
998, 280242, 270269
999, 300189, 290216
1000, 290217, 280244
1001, 300191, 290218
1002, 290219, 280246
1003, 300193, 290220
1004, 290221, 280248
1005, 300195, 290222
1006, 300196, 290223
1007, 300197, 290224
1008, 290225, 280252
1009, 300199, 290226
1010, 290227, 280254
1011, 300201, 290228
1012, 290229, 280256
1013, 300203, 290230
1014, 290231, 280258
1015, 300205, 290232
1016, 290233, 280260
1017, 300207, 290234
1018, 300208, 290235
1019, 310182, 300209
1020, 300210, 290237
1021, 310184, 300211
1022, 300212, 290239
1023, 300213, 290240
1024, 300214, 290241
1025, 300215, 290242
1026, 280270, 270297
1027, 310190, 300217
1028, 290245, 280272
1029, 300219, 290246
1030, 290247, 280274
1031, 310194, 300221
1032, 300222, 290249
1033, 300223, 290250
1034, 300224, 290251
1035, 310198, 300225
1036, 300226, 290253
1037, 310200, 300227
1038, 310201, 300228
1039, 300229, 290256
1040, 290257, 280284
1041, 310204, 300231
1042, 300232, 290259
1043, 310206, 300233
1044, 300234, 290261
1045, 310208, 300235
1046, 310209, 300236
1047, 310210, 300237
1048, 310211, 300238
1049, 310212, 300239
1050, 310213, 300240
1051, 310214, 300241
1052, 310215, 300242
1053, 310216, 300243
1054, 300244, 290271
1055, 310218, 300245
1056, 300246, 290273
1057, 310220, 300247
1058, 300248, 290275
1059, 310222, 300249
1060, 310223, 300250
1061, 310224, 300251
1062, 310225, 300252
1063, 310226, 300253
1064, 310227, 300254
1065, 310228, 300255
1066, 320202, 310229
1067, 310230, 300257
1068, 310231, 300258
1069, 310232, 300259
1070, 310233, 300260
1071, 310234, 300261
1072, 310235, 300262
1073, 320209, 310236
1074, 320210, 310237
1075, 320211, 310238
1076, 320212, 310239
1077, 320213, 310240
1078, 320214, 310241
1079, 320215, 310242
1080, 320216, 310243
1081, 320217, 310244
1082, 320218, 310245
1083, 310246, 300273
1084, 310247, 300274
1085, 320221, 310248
1086, 320222, 310249
1087, 320223, 310250
1088, 320224, 310251
1089, 320225, 310252
1090, 320226, 310253
1091, 320227, 310254
1092, 330201, 320228
1093, 310256, 300283
1094, 31013, 21040
1095, 320231, 310258
1096, 330205, 320232
1097, 320233, 310260
1098, 320234, 310261
1099, 320235, 310262
1100, 330209, 320236
1101, 320237, 310264
1102, 330211, 320238
1103, 320239, 310266
1104, 330213, 320240
1105, 320241, 310268
1106, 330215, 320242
1107, 320243, 310270
1108, 330217, 320244
1109, 320245, 310272
1110, 340192, 330219
1111, 320247, 310274
1112, 41004, 31031
1113, 320249, 310276
1114, 330223, 320250
1115, 320251, 310278
